video_id,frame_num,crowd_density,loitering,no_concealment,low_concealment,med_concealment,high_concealment,rbp
anomaly_01.mp4,20,0.0,-1,0,0,0,0,1
anomaly_01.mp4,40,0.0,-1,0,0,0,0,1
anomaly_01.mp4,60,0.3690291437033011,0.0,1,0,0,0,1
anomaly_01.mp4,80,0.39369170317615954,0.0,1,0,0,0,1
anomaly_01.mp4,100,0.3733034797903656,0.0,1,0,0,0,1
anomaly_01.mp4,120,0.0,0.0,0,0,0,0,1
anomaly_01.mp4,140,0.40129808843145537,1.0,1,0,0,0,1
anomaly_01.mp4,160,0.0,1.0,0,0,0,0,1
anomaly_01.mp4,180,0.5012302666946198,0.9428090415820634,1,0,0,0,1
anomaly_01.mp4,200,0.0,0.9428090415820634,0,0,0,0,1
anomaly_01.mp4,220,0.0,0.9428090415820634,0,0,0,0,1
anomaly_01.mp4,240,0.33806239813050826,0.816496580927726,1,0,0,0,1
anomaly_01.mp4,260,0.0,0.816496580927726,0,0,0,0,1
anomaly_01.mp4,280,0.4198198936076854,1.247219128924647,1,0,0,0,1
anomaly_01.mp4,300,0.35840190207545675,1.699673171197595,1,0,0,0,1
anomaly_01.mp4,320,0.0,1.699673171197595,0,0,0,0,1
anomaly_01.mp4,340,0.0,1.699673171197595,0,0,0,0,1
anomaly_01.mp4,360,0.0,1.699673171197595,0,0,0,0,1
anomaly_01.mp4,380,0.3401301995902865,1.6393596310755,1,0,0,0,1
anomaly_01.mp4,400,0.30658854772324656,1.5,1,0,0,0,1
anomaly_01.mp4,420,0.3466598659401446,1.479019945774904,1,0,0,0,1
anomaly_01.mp4,440,0.3180559137670495,1.5811388300841898,1,0,0,0,1
anomaly_01.mp4,460,0.32701364868732224,1.7853571071357126,1,0,0,0,1
anomaly_01.mp4,480,0.0,1.7853571071357126,0,0,0,0,1
anomaly_01.mp4,500,0.0,1.7853571071357126,0,0,0,0,1
anomaly_01.mp4,520,0.0,1.7853571071357126,0,0,0,0,1
anomaly_01.mp4,540,0.0,1.7853571071357126,0,0,0,0,1
anomaly_01.mp4,560,0.0,1.7853571071357126,0,0,0,0,1
anomaly_01.mp4,580,0.0,1.7853571071357126,0,0,0,0,1
anomaly_01.mp4,600,0.0,1.7853571071357126,0,0,0,0,1
anomaly_01.mp4,620,0.3708933060762547,1.8330302779823358,1,0,0,0,1
anomaly_01.mp4,640,0.3556069313887444,1.6733200530681511,1,0,0,0,1
anomaly_01.mp4,660,0.36909195039773596,1.5999999999999999,1,0,0,0,1
anomaly_01.mp4,680,0.34171991032538546,1.624807680927192,1,0,0,0,1
anomaly_01.mp4,700,0.3266476015135898,1.7435595774162693,1,0,0,0,1
anomaly_01.mp4,720,0.300215036855396,1.9390719429665317,1,0,0,0,1
anomaly_01.mp4,740,0.32869826564297,2.1908902300206643,1,0,0,0,1
anomaly_01.mp4,760,0.3385385277341584,2.4819347291981715,1,0,0,0,1
anomaly_01.mp4,780,0.3365707080544098,2.8000000000000003,1,0,0,0,1
anomaly_01.mp4,800,0.3422077462764719,3.1368774282716245,1,0,0,0,1
anomaly_01.mp4,820,0.35000715954083716,3.4871191548325386,1,0,0,0,1
anomaly_01.mp4,840,0.352069093684122,3.847076812334269,1,0,0,0,1
anomaly_01.mp4,860,0.34398951127809596,4.214261501141095,1,0,0,0,1
anomaly_01.mp4,880,0.0,4.214261501141095,0,0,0,0,1
anomaly_01.mp4,900,0.0,4.214261501141095,0,0,0,0,1
anomaly_01.mp4,920,0.35872233482336924,4.586937976471886,1,0,0,0,1
anomaly_01.mp4,940,0.35105496448341,4.963869458396343,1,0,0,0,1
anomaly_01.mp4,960,0.0,4.963869458396343,0,0,0,0,1
anomaly_01.mp4,980,0.0,4.963869458396343,0,0,0,0,1
anomaly_01.mp4,1000,0.0,4.963869458396343,0,0,0,0,1
anomaly_01.mp4,1020,0.0,4.963869458396343,0,0,0,0,1
anomaly_01.mp4,1040,0.0,4.963869458396343,0,0,0,0,1
anomaly_02.mp4,20,0.0,-1,0,0,0,0,1
anomaly_02.mp4,40,0.0,-1,0,0,0,0,1
anomaly_02.mp4,60,0.0,-1,0,0,0,0,1
anomaly_02.mp4,80,0.0,-1,0,0,0,0,1
anomaly_02.mp4,100,0.0,-1,0,0,0,0,1
anomaly_02.mp4,120,0.0,-1,0,0,0,0,1
anomaly_02.mp4,140,0.0,-1,0,0,0,0,1
anomaly_02.mp4,160,0.0,-1,0,0,0,0,1
anomaly_02.mp4,180,0.0,-1,0,0,0,0,1
anomaly_02.mp4,200,0.0,-1,0,0,0,0,1
anomaly_02.mp4,220,0.0,-1,0,0,0,0,1
anomaly_02.mp4,240,1.6195142428314284,0.0,0,0,1,0,1
anomaly_02.mp4,260,1.414213101266796,0.0,0,0,1,0,1
anomaly_02.mp4,280,1.2164496117896608,0.0,0,0,0,1,1
anomaly_02.mp4,300,1.0595730599137216,0.0,0,0,0,1,1
anomaly_02.mp4,320,0.0,0.0,0,0,0,0,1
anomaly_02.mp4,340,0.0,0.0,0,0,0,0,1
anomaly_02.mp4,360,0.0,0.0,0,0,0,0,1
anomaly_02.mp4,380,0.0,0.0,0,0,0,0,1
anomaly_02.mp4,400,0.0,0.0,0,0,0,0,1
