video_id,frame_num,crowd_density,loitering,no_concealment,low_concealment,med_concealment,high_concealment,rbp
anomaly_67.mp4,6,0.0,-1,0,0,0,0,1
anomaly_67.mp4,12,0.0,-1,0,0,0,0,1
anomaly_67.mp4,18,0.0,-1,0,0,0,0,1
anomaly_67.mp4,24,0.0,-1,0,0,0,0,1
anomaly_67.mp4,30,0.0,-1,0,0,0,0,1
anomaly_67.mp4,36,0.0,-1,0,0,0,0,1
anomaly_67.mp4,42,0.0,-1,0,0,0,0,1
anomaly_67.mp4,48,0.0,-1,0,0,0,0,1
anomaly_67.mp4,54,0.0,-1,0,0,0,0,1
anomaly_67.mp4,60,0.0,-1,0,0,0,0,1
anomaly_67.mp4,66,0.0,-1,0,0,0,0,1
anomaly_67.mp4,72,0.0,-1,0,0,0,0,1
anomaly_67.mp4,78,0.0,-1,0,0,0,0,1
anomaly_67.mp4,84,0.0,-1,0,0,0,0,1
anomaly_67.mp4,90,0.0,-1,0,0,0,0,1
anomaly_67.mp4,96,0.0,-1,0,0,0,0,1
anomaly_67.mp4,102,0.0,-1,0,0,0,0,1
anomaly_67.mp4,108,0.0,-1,0,0,0,0,1
anomaly_67.mp4,114,0.0,-1,0,0,0,0,1
anomaly_67.mp4,120,0.0,-1,0,0,0,0,1
anomaly_67.mp4,126,0.0,-1,0,0,0,0,1
anomaly_67.mp4,132,0.0,-1,0,0,0,0,1
anomaly_67.mp4,138,0.0,-1,0,0,0,0,1
anomaly_67.mp4,144,0.0,-1,0,0,0,0,1
anomaly_67.mp4,150,0.0,-1,0,0,0,0,1
anomaly_67.mp4,156,0.0,-1,0,0,0,0,1
anomaly_67.mp4,162,0.0,-1,0,0,0,0,1
anomaly_67.mp4,168,0.0,-1,0,0,0,0,1
anomaly_67.mp4,174,0.0,-1,0,0,0,0,1
anomaly_67.mp4,180,0.0,-1,0,0,0,0,1
anomaly_67.mp4,186,0.0,-1,0,0,0,0,1
anomaly_67.mp4,192,0.0,-1,0,0,0,0,1
anomaly_67.mp4,198,0.0,-1,0,0,0,0,1
anomaly_67.mp4,204,0.0,-1,0,0,0,0,1
anomaly_67.mp4,210,0.0,-1,0,0,0,0,1
anomaly_67.mp4,216,0.0,-1,0,0,0,0,1
anomaly_67.mp4,222,0.0,-1,0,0,0,0,1
anomaly_67.mp4,228,0.0,-1,0,0,0,0,1
anomaly_67.mp4,234,0.0,-1,0,0,0,0,1
anomaly_67.mp4,240,0.0,-1,0,0,0,0,1
anomaly_67.mp4,246,0.0,-1,0,0,0,0,1
anomaly_67.mp4,252,0.0,-1,0,0,0,0,1
anomaly_67.mp4,258,0.0,-1,0,0,0,0,1
anomaly_67.mp4,264,0.0,-1,0,0,0,0,1
anomaly_67.mp4,270,0.0,-1,0,0,0,0,1
anomaly_67.mp4,276,0.0,-1,0,0,0,0,1
anomaly_67.mp4,282,0.0,-1,0,0,0,0,1
anomaly_67.mp4,288,0.0,-1,0,0,0,0,1
anomaly_67.mp4,294,0.0,-1,0,0,0,0,1
anomaly_67.mp4,300,0.0,-1,0,0,0,0,1
anomaly_67.mp4,306,0.0,-1,0,0,0,0,1
anomaly_67.mp4,312,0.0,-1,0,0,0,0,1
anomaly_67.mp4,318,0.0,-1,0,0,0,0,1
anomaly_67.mp4,324,0.0,-1,0,0,0,0,1
anomaly_67.mp4,330,0.0,-1,0,0,0,0,1
anomaly_67.mp4,336,0.0,-1,0,0,0,0,1
anomaly_67.mp4,342,0.0,-1,0,0,0,0,1
anomaly_67.mp4,348,0.0,-1,0,0,0,0,1
anomaly_67.mp4,354,0.0,-1,0,0,0,0,1
anomaly_67.mp4,360,0.0,-1,0,0,0,0,1
anomaly_67.mp4,366,0.0,-1,0,0,0,1,1
anomaly_67.mp4,372,0.0,-1,0,0,0,0,1
anomaly_67.mp4,378,0.0,-1,0,0,0,0,1
anomaly_67.mp4,384,0.0,-1,0,0,0,0,1
normal_trimmed_61.mp4,6,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,12,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,18,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,24,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,30,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,36,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,42,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,48,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,54,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,60,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,66,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,72,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,78,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,84,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,90,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,96,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,102,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,108,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,114,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,120,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,126,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,132,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,138,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,144,0.0,-1,0,0,0,0,0
