video_id,frame_num,crowd_density,loitering,no_concealment,low_concealment,med_concealment,high_concealment,rbp
anomaly_01.mp4,15,0.0,-1,0,0,0,0,1
anomaly_01.mp4,30,0.0,-1,0,0,0,0,1
anomaly_01.mp4,45,0.0,-1,0,0,0,0,1
anomaly_01.mp4,60,0.0,-1,0,0,0,0,1
anomaly_01.mp4,75,0.3934283046614837,0.0,1,0,0,0,1
anomaly_01.mp4,90,0.398020070227858,0.0,1,0,0,0,1
anomaly_01.mp4,105,0.3985747962616415,0.0,1,0,0,0,1
anomaly_01.mp4,120,0.0,0.0,0,0,0,0,1
anomaly_01.mp4,135,0.383676304238179,1.0,1,0,0,0,1
anomaly_01.mp4,150,0.4260396597189053,0.5,1,0,0,0,1
anomaly_01.mp4,165,0.4485286154276764,0.0,1,0,0,0,1
anomaly_01.mp4,180,0.5266414060840058,0.5,1,0,0,0,1
anomaly_01.mp4,195,0.5071822279390593,1.0,1,0,0,0,1
anomaly_01.mp4,210,0.0,1.0,0,0,0,0,1
anomaly_01.mp4,225,0.0,1.0,0,0,0,0,1
anomaly_01.mp4,240,0.0,1.0,0,0,0,0,1
anomaly_01.mp4,255,0.30759328932496527,1.632993161855452,1,0,0,0,1
anomaly_01.mp4,270,0.38624589823621136,1.247219128924647,1,0,0,0,1
anomaly_01.mp4,285,0.4797103636550067,0.9428090415820634,1,0,0,0,1
anomaly_01.mp4,300,0.3302427227620986,0.816496580927726,1,0,0,0,1
anomaly_01.mp4,315,0.46245779999405084,0.4714045207910317,1,0,0,0,1
anomaly_01.mp4,330,0.0,0.4714045207910317,0,0,0,0,1
anomaly_01.mp4,345,0.0,0.4714045207910317,0,0,0,0,1
anomaly_01.mp4,360,0.0,0.4714045207910317,0,0,0,0,1
anomaly_01.mp4,375,0.3519292910715042,0.4714045207910317,1,0,0,0,1
anomaly_01.mp4,390,0.36250625545331633,0.816496580927726,1,0,0,0,1
anomaly_01.mp4,405,0.3139203508299033,1.247219128924647,1,0,0,0,1
anomaly_01.mp4,420,0.3471681191715561,1.699673171197595,1,0,0,0,1
anomaly_01.mp4,435,0.0,1.699673171197595,0,0,0,0,1
anomaly_01.mp4,450,0.3108018029423647,2.5,1,0,0,0,1
anomaly_01.mp4,465,0.340825399164108,2.8613807855648994,1,0,0,0,1
anomaly_01.mp4,480,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,495,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,510,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,525,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,540,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,555,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,570,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,585,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,600,0.0,2.8613807855648994,0,0,0,0,1
anomaly_01.mp4,615,0.38419018714193953,3.24037034920393,1,0,0,0,1
anomaly_01.mp4,630,0.3989145704289285,3.6314597615834874,1,0,0,0,1
anomaly_01.mp4,645,0.3933489297774031,4.031128874149275,1,0,0,0,1
anomaly_01.mp4,660,0.38993484391176025,4.437059837324712,1,0,0,0,1
anomaly_01.mp4,675,0.38115393439526696,4.847679857416329,1,0,0,0,1
anomaly_01.mp4,690,0.3542741543947159,5.261891294962297,1,0,0,0,1
anomaly_01.mp4,705,0.3280578417467268,5.678908345800274,1,0,0,0,1
anomaly_01.mp4,720,0.30638729408178733,6.098155458825234,1,0,0,0,1
anomaly_01.mp4,735,0.33517831655422015,6.519202405202649,1,0,0,0,1
anomaly_01.mp4,750,0.34442830425609827,6.94172168845741,1,0,0,0,1
anomaly_01.mp4,765,0.34794411589996344,7.365459931328117,1,0,0,0,1
anomaly_01.mp4,780,0.34303076839523783,7.790218225441442,1,0,0,0,1
anomaly_01.mp4,795,0.3630880996610131,8.215838362577491,1,0,0,0,1
anomaly_01.mp4,810,0.3330661896228169,8.642193008721803,1,0,0,0,1
anomaly_01.mp4,825,0.3280879989421616,9.069178573608527,1,0,0,0,1
anomaly_01.mp4,840,0.34675867173768893,9.496709956611289,1,0,0,0,1
anomaly_01.mp4,855,0.3463382057380689,9.924716620639604,1,0,0,0,1
anomaly_01.mp4,870,0.36166088461300205,10.353139620424328,1,0,0,0,1
anomaly_01.mp4,885,0.37263410216231324,10.781929326423912,1,0,0,0,1
