video_id,frame_num,crowd_density,loitering,no_concealment,low_concealment,med_concealment,high_concealment,rbp
anomaly_67.mp4,17,0.0,-1,0,0,0,0,1
anomaly_67.mp4,34,0.0,-1,0,0,0,0,1
anomaly_67.mp4,51,0.0,-1,0,0,0,0,1
anomaly_67.mp4,68,0.0,-1,0,0,0,0,1
anomaly_67.mp4,85,0.0,-1,0,0,0,0,1
anomaly_67.mp4,102,0.0,-1,0,0,0,0,1
anomaly_67.mp4,119,0.0,-1,0,0,0,0,1
anomaly_67.mp4,136,0.0,-1,0,0,0,0,1
anomaly_67.mp4,153,0.0,-1,0,0,0,0,1
anomaly_67.mp4,170,0.0,-1,0,0,0,0,1
anomaly_67.mp4,187,0.0,-1,0,0,0,0,1
anomaly_67.mp4,204,0.0,-1,0,0,0,0,1
anomaly_67.mp4,221,0.0,-1,0,0,0,0,1
anomaly_67.mp4,238,0.0,-1,0,0,0,0,1
anomaly_67.mp4,255,0.0,-1,0,0,0,0,1
anomaly_67.mp4,272,0.0,-1,0,0,0,0,1
anomaly_67.mp4,289,0.0,-1,0,0,0,0,1
anomaly_67.mp4,306,0.0,-1,0,0,0,0,1
anomaly_67.mp4,323,0.0,-1,0,0,0,0,1
anomaly_67.mp4,340,0.0,-1,0,0,0,0,1
anomaly_67.mp4,357,0.0,-1,0,0,0,0,1
anomaly_67.mp4,374,0.0,-1,0,0,0,0,1
normal_trimmed_61.mp4,17,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,34,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,51,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,68,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,85,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,102,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,119,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,136,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,153,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,170,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,187,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,204,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,221,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,238,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,255,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,272,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,289,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,306,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,323,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,340,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,357,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,374,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,391,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,408,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,425,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,442,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,459,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,476,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,493,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,510,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,527,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,544,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,561,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,578,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,595,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,612,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,629,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,646,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,663,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,680,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,697,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,714,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,731,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,748,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,765,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,782,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,799,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,816,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,833,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,850,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,867,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,884,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,901,0.0,-1,0,0,0,0,0
normal_trimmed_61.mp4,918,0.0,-1,0,0,0,0,0
anomaly_07.mp4,17,0.0,-1,0,0,0,0,1
anomaly_07.mp4,34,0.0,-1,0,0,0,0,1
anomaly_07.mp4,51,0.0,-1,0,0,0,0,1
anomaly_07.mp4,68,0.0,-1,0,0,0,0,1
anomaly_07.mp4,85,0.0,-1,0,0,0,0,1
anomaly_07.mp4,102,0.0,-1,0,0,0,0,1
anomaly_07.mp4,119,0.0,-1,0,0,0,0,1
anomaly_07.mp4,136,0.0,-1,0,0,0,0,1
anomaly_07.mp4,153,0.0,-1,0,0,0,0,1
anomaly_07.mp4,170,0.0,-1,0,0,0,0,1
anomaly_07.mp4,187,0.0,-1,0,0,0,0,1
anomaly_07.mp4,204,0.0,-1,0,0,0,0,1
